segment_id,direction,is_mainline,is_ramp,chainage_start_km,chainage_end_km,length_m,assigned_weather_node,weather_node_name,weather_node_lat,weather_node_lon,weather_node_distance_m,weather_mapping_method
YE_MAIN_SB_131,SB,True,False,126.875,127.874,999.3112048094115,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,19932.18,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_132,SB,True,False,127.874,128.874,999.3112048092917,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,20771.53,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_133,SB,True,False,128.874,129.873,999.3112048090841,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,21726.29,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_134,SB,True,False,129.873,130.875,1001.636307440942,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,22721.65,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_135,SB,True,False,130.875,131.876,1001.6363074407017,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,23714.72,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_136,SB,True,False,131.876,132.878,1001.6363074407844,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,24637.33,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_137,SB,True,False,132.878,133.879,1001.6363074409403,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,25424.14,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_138,SB,True,False,133.879,134.881,1001.636307440658,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,26188.2,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_139,SB,True,False,134.881,135.852,970.6755519943372,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,26967.39,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_140,SB,True,False,135.852,136.822,970.6755519941366,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,27807.78,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_141,SB,True,False,136.822,137.793,970.6755519942108,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,28690.85,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_142,SB,True,False,137.793,138.764,970.6755519940916,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,29542.95,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_143,SB,True,False,138.764,139.775,1011.4749058818684,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,25040.35,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_144,SB,True,False,139.775,140.839,1064.1485852354597,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,24376.93,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_145,SB,True,False,140.839,141.851,1011.4749058818437,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,25654.04,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_146,SB,True,False,141.851,142.862,1011.4749058817073,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,26293.6,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_147,SB,True,False,142.862,143.874,1011.4749058818824,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,26954.66,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_148,SB,True,False,143.874,144.845,970.6755519942957,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,28820.04,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_149,SB,True,False,144.845,145.856,1011.4749058818168,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,27636.81,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_150,SB,True,False,145.856,146.92,1064.14858523526,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,23485.02,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_151,SB,True,False,146.92,147.357,436.6187043548264,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,28141.22,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_152,SB,True,False,147.357,147.495,138.20320599541822,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,28347.78,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_153,SB,True,False,147.495,148.559,1064.148585235361,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,22510.43,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_154,SB,True,False,148.559,149.623,1064.1485852354524,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,21595.24,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_155,SB,True,False,149.623,150.073,449.85201004454257,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,21061.33,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_156,SB,True,False,150.073,151.109,1036.1005537969122,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,20591.35,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_157,SB,True,False,151.109,152.145,1036.100553796859,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,19967.61,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_158,SB,True,False,152.145,152.639,493.6128094787009,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,19489.3,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_159,SB,True,False,152.639,153.632,992.8624612560205,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,18913.11,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_160,SB,True,False,153.632,154.625,992.8624612561154,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,17989.66,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_161,SB,True,False,154.625,155.618,992.8624612563295,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,17078.28,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_162,SB,True,False,155.618,156.61,992.8624612561781,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,16199.5,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_163,SB,True,False,156.61,157.603,992.8624612560586,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,15247.99,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_164,SB,True,False,157.603,158.596,992.8624612560922,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,14390.07,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_165,SB,True,False,158.596,159.589,992.8624612562252,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,13596.68,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_166,SB,True,False,159.589,160.582,992.862461255959,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,12708.77,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_167,SB,True,False,160.582,161.728,1146.0230034191623,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,11762.44,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_168,SB,True,False,161.728,162.874,1146.0230034193314,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,10774.88,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_169,SB,True,False,162.874,164.02,1146.0230034193269,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,9937.16,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_170,SB,True,False,164.02,164.832,811.8130073715699,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,9394.05,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_171,SB,True,False,164.832,164.964,132.60861703438843,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,9043.86,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_172,SB,True,False,164.964,165.884,919.3534975759025,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,5905.93,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_173,SB,True,False,165.884,166.803,919.3534975757223,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,5074.41,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_174,SB,True,False,166.803,167.722,919.3534975755057,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,4163.99,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_175,SB,True,False,167.722,168.642,919.3534975760373,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,3249.4,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_176,SB,True,False,168.642,169.561,919.353497575708,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2365.79,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_177,SB,True,False,169.561,170.232,670.8873155340498,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,1675.32,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_178,SB,True,False,170.232,171.321,1088.6187702919813,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,1162.88,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_179,SB,True,False,171.321,172.409,1088.618770291936,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,1493.3,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_180,SB,True,False,172.409,173.025,615.5937236869455,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2236.67,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_181,SB,True,False,173.025,173.648,623.4094471026741,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2219.93,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_182,SB,True,False,173.648,174.233,584.8320882879449,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2765.64,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_183,SB,True,False,174.233,174.499,265.6156926123638,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,3155.83,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_001,NB,True,False,0.0,0.227,227.23206744530108,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,3163.89,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_002,NB,True,False,0.227,0.827,599.641846711647,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2784.8,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_003,NB,True,False,0.827,1.45,623.4094471026741,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2219.93,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_004,NB,True,False,1.45,2.066,615.5937236869455,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2236.67,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_005,NB,True,False,2.066,2.983,916.6814287392873,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,1584.4,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_006,NB,True,False,2.983,3.899,916.6814287394185,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,1149.43,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_007,NB,True,False,3.899,4.816,916.6814287390664,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,1530.72,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_008,NB,True,False,4.816,5.329,512.679804095754,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2102.21,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_009,NB,True,False,5.329,6.37,1041.627781674419,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,2829.22,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_010,NB,True,False,6.37,7.412,1041.6277816742074,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,3855.84,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_011,NB,True,False,7.412,8.453,1041.6277816743923,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,4892.67,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_012,NB,True,False,8.453,9.495,1041.6277816743857,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,5850.73,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_013,NB,True,False,9.495,9.722,226.57516129075512,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,9083.52,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_014,NB,True,False,9.722,10.651,929.3988760006392,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,9475.08,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_015,NB,True,False,10.651,11.72,1068.5464080951665,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,10044.06,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_016,NB,True,False,11.72,12.788,1068.546408095469,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,10859.61,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_017,NB,True,False,12.788,13.857,1068.5464080951547,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,11784.17,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_018,NB,True,False,13.857,14.817,959.8937390211647,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,12684.67,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_019,NB,True,False,14.817,15.777,959.8937390211181,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,13544.7,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_020,NB,True,False,15.777,16.736,959.8937390212102,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,14314.59,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_021,NB,True,False,16.736,17.696,959.8937390213919,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,15118.03,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_022,NB,True,False,17.696,18.656,959.893739020946,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,16045.02,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_023,NB,True,False,18.656,19.616,959.8937390214113,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,16905.72,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_024,NB,True,False,19.616,20.576,959.893739021139,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,17771.28,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_025,NB,True,False,20.576,21.536,959.8937390211502,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,18683.87,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_026,NB,True,False,21.536,22.476,939.9279986457044,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,19444.83,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_027,NB,True,False,22.476,23.416,939.9279986456283,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,20035.77,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_028,NB,True,False,23.416,24.356,939.9279986457075,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,20601.31,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_029,NB,True,False,24.356,24.803,447.40008473576177,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,21035.43,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_030,NB,True,False,24.803,25.867,1063.9917813009486,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,21574.79,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_031,NB,True,False,25.867,26.931,1063.991781300709,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,22491.2,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_032,NB,True,False,26.931,27.995,1063.9917813009683,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,23466.02,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_033,NB,True,False,27.995,28.308,312.93444388754426,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,28295.67,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_034,NB,True,False,28.308,28.913,605.2264989983117,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,27972.3,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_035,NB,True,False,28.913,29.887,973.3157768718643,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,28810.18,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_036,NB,True,False,29.887,30.829,942.6515988208727,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,27441.81,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_037,NB,True,False,30.829,31.772,942.6515988209173,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,26810.18,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_038,NB,True,False,31.772,32.714,942.6515988208944,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,26198.12,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_039,NB,True,False,32.714,33.657,942.6515988208503,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,25607.27,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_040,NB,True,False,33.657,34.721,1063.9917813008506,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,24358.81,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_041,NB,True,False,34.721,35.664,942.65159882085,WN_05_AGRA_KUBERPUR,Agra / Kuberpur (Terminus Anchor),27.143,78.118,25038.16,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_042,NB,True,False,35.664,36.637,973.3157768720765,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,29558.68,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_043,NB,True,False,36.637,37.61,973.3157768719313,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,28706.12,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_044,NB,True,False,37.61,38.584,973.315776871942,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,27821.83,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_045,NB,True,False,38.584,39.557,973.3157768719173,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,26978.91,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_046,NB,True,False,39.557,40.561,1003.7279673265957,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,26199.29,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_047,NB,True,False,40.561,41.564,1003.7279673265396,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,25433.2,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_048,NB,True,False,41.564,42.568,1003.7279673267982,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,24644.45,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_049,NB,True,False,42.568,43.572,1003.7279673263183,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,23719.86,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_050,NB,True,False,43.572,44.576,1003.7279673267099,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,22725.0,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_051,NB,True,False,44.576,45.573,997.6264757150833,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,21729.49,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_052,NB,True,False,45.573,46.571,997.6264757149443,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,20776.79,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_053,NB,True,False,46.571,47.569,997.6264757150976,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,19939.92,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_054,NB,True,False,47.569,48.566,997.6264757149883,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,19336.29,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_055,NB,True,False,48.566,49.564,997.6264757149518,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,18770.87,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_056,NB,True,False,49.564,50.513,948.843027499983,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,18011.61,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_057,NB,True,False,50.513,51.461,948.8430275002238,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,17163.59,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_058,NB,True,False,51.461,52.41,948.8430275001574,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,16319.0,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_059,NB,True,False,52.41,53.359,948.8430274999934,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,15485.38,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_060,NB,True,False,53.359,54.308,948.8430274999885,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,14637.51,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_061,NB,True,False,54.308,55.311,1002.856745900044,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,13689.0,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_062,NB,True,False,55.311,56.314,1002.8567459004435,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,12687.51,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_063,NB,True,False,56.314,57.317,1002.8567459001639,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,11685.42,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_064,NB,True,False,57.317,58.319,1002.8567459001223,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,10683.45,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_065,NB,True,False,58.319,59.322,1002.8567458999607,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,9681.67,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_066,NB,True,False,59.322,60.387,1064.8067802381522,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,8649.22,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_067,NB,True,False,60.387,61.452,1064.8067802383266,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,7603.06,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_068,NB,True,False,61.452,62.517,1064.8067802381838,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,6668.92,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_069,NB,True,False,62.517,63.582,1064.8067802381943,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,5838.49,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_070,NB,True,False,63.582,64.646,1064.8067802384169,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,5098.89,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_071,NB,True,False,64.646,65.268,621.9491439208198,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,4604.6,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_NB_072,NB,True,False,65.268,66.197,928.4785813014184,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,4225.28,NEAREST_CORRIDOR_WEATHER_NODE
