segment_id,mean_risk_score,max_risk_score,chainage_start_km,chainage_end_km,direction,is_mainline,historical_accidents_365d,actual_test_accidents,risk_percentile,risk_category,risk_rank
YE_MAIN_SB_141,0.016575601,0.10002253,136.822,137.793,SB,True,0,0,43.95061728395061,LOW_RISK,228
YE_MAIN_SB_175,0.016491879,0.11304813,167.722,168.642,SB,True,0,0,43.7037037037037,LOW_RISK,229
YE_MAIN_SB_131,0.01639393,0.0862896,126.875,127.874,SB,True,0,0,43.45679012345679,LOW_RISK,230
YE_MAIN_NB_157,0.016388878,0.07635257,146.06,147.14,NB,True,0,0,43.20987654320987,LOW_RISK,231
YE_MAIN_NB_113,0.016219966,0.08187151,104.766,105.606,NB,True,0,0,42.96296296296296,LOW_RISK,232
YE_MAIN_SB_107,0.01616158,0.1929902,103.179,104.141,SB,True,0,0,42.71604938271605,LOW_RISK,233
YE_MAIN_SB_085,0.016065584,0.07761484,81.571,82.563,SB,True,0,0,42.46913580246914,LOW_RISK,234
YE_MAIN_SB_110,0.015955111,0.11183549,106.066,107.028,SB,True,0,0,42.22222222222222,LOW_RISK,235
YE_MAIN_SB_124,0.01585519,0.15755743,120.144,121.091,SB,True,1,0,41.9753086419753,LOW_RISK,236
YE_MAIN_SB_122,0.015809162,0.09965934,118.141,119.143,SB,True,0,0,41.7283950617284,LOW_RISK,237
YE_MAIN_SB_094,0.015774217,0.050632223,90.5,91.492,SB,True,0,0,41.48148148148148,LOW_RISK,238
YE_MAIN_NB_141,0.015534947,0.20916547,132.92,133.907,NB,True,0,0,41.23456790123457,LOW_RISK,239
YE_MAIN_SB_154,0.015521404,0.07647634,148.559,149.623,SB,True,0,0,40.98765432098765,LOW_RISK,240
YE_MAIN_SB_108,0.015495673,0.10961522,104.141,105.103,SB,True,0,0,40.74074074074074,LOW_RISK,241
YE_MAIN_NB_109,0.015468663,0.05461257,100.802,101.793,NB,True,0,0,40.49382716049383,LOW_RISK,242
YE_MAIN_NB_125,0.015455395,0.06124914,116.517,117.494,NB,True,0,0,40.24691358024691,LOW_RISK,243
YE_MAIN_NB_142,0.015450799,0.11749063,133.907,134.893,NB,True,0,0,40.0,LOW_RISK,244
YE_MAIN_NB_126,0.015118223,0.12301054,117.494,118.471,NB,True,0,0,39.75308641975309,LOW_RISK,245
YE_MAIN_NB_096,0.014998901,0.0549911,87.919,88.91,NB,True,0,0,39.50617283950617,LOW_RISK,246
YE_MAIN_NB_100,0.014922291,0.04392046,91.883,92.874,NB,True,0,0,39.25925925925926,LOW_RISK,247
YE_MAIN_SB_150,0.014899347,0.09719439,145.856,146.92,SB,True,0,0,39.01234567901234,LOW_RISK,248
YE_MAIN_SB_178,0.0148463445,0.06585702,170.232,171.321,SB,True,0,0,38.76543209876544,LOW_RISK,249
YE_MAIN_NB_179,0.014764707,0.14244914,169.297,170.322,NB,True,0,0,38.51851851851852,LOW_RISK,250
YE_MAIN_NB_114,0.014750157,0.15370435,105.606,106.447,NB,True,0,0,38.2716049382716,LOW_RISK,251
YE_MAIN_NB_092,0.014704008,0.07285216,83.954,84.945,NB,True,0,0,38.02469135802469,LOW_RISK,252
YE_MAIN_NB_156,0.014620111,0.05320388,144.981,146.06,NB,True,0,0,37.77777777777778,LOW_RISK,253
YE_MAIN_NB_131,0.0144619495,0.10843237,122.397,123.38,NB,True,0,0,37.53086419753087,LOW_RISK,254
YE_MAIN_SB_171,0.01442479,0.34367698,164.832,164.964,SB,True,0,0,37.28395061728395,LOW_RISK,255
YE_MAIN_NB_183,0.0142285805,0.22585167,173.396,174.421,NB,True,0,0,37.03703703703704,LOW_RISK,256
YE_MAIN_NB_006,0.014131801,0.12177748,2.983,3.899,NB,True,1,0,36.79012345679013,LOW_RISK,257
YE_MAIN_NB_115,0.014131216,0.071408056,106.447,107.287,NB,True,0,0,36.54320987654321,LOW_RISK,258
YE_MAIN_SB_147,0.014117961,0.06278936,142.862,143.874,SB,True,0,0,36.2962962962963,LOW_RISK,259
YE_MAIN_NB_097,0.014091038,0.06847315,88.91,89.901,NB,True,0,0,36.04938271604938,LOW_RISK,260
YE_MAIN_SB_002,0.014086444,0.26691422,1.058,2.116,SB,True,0,0,35.80246913580247,LOW_RISK,261
YE_MAIN_SB_177,0.014078064,0.360373,169.561,170.232,SB,True,0,0,35.55555555555556,LOW_RISK,262
YE_MAIN_SB_033,0.014003844,0.09712884,31.912,31.942,SB,True,0,0,35.30864197530864,LOW_RISK,263
YE_MAIN_NB_101,0.013925548,0.07930936,92.874,93.865,NB,True,0,0,35.06172839506173,LOW_RISK,264
YE_MAIN_NB_158,0.013848619,0.048713725,147.14,148.219,NB,True,0,0,34.81481481481482,LOW_RISK,265
YE_MAIN_NB_134,0.01383082,0.063840955,125.345,126.328,NB,True,0,0,34.5679012345679,LOW_RISK,266
YE_MAIN_SB_133,0.013620173,0.06288711,128.874,129.873,SB,True,0,0,34.32098765432099,LOW_RISK,267
YE_MAIN_NB_108,0.013446688,0.047115307,99.811,100.802,NB,True,1,3,34.074074074074076,LOW_RISK,268
YE_MAIN_SB_010,0.013356214,0.12095583,9.344,10.342,SB,True,0,0,33.827160493827165,LOW_RISK,269
YE_MAIN_SB_009,0.013329956,0.07463529,8.346,9.344,SB,True,0,0,33.58024691358025,LOW_RISK,270
YE_MAIN_SB_149,0.012961417,0.10777031,144.845,145.856,SB,True,0,0,33.33333333333333,LOW_RISK,271
YE_MAIN_NB_099,0.012911819,0.054501876,90.892,91.883,NB,True,0,0,33.086419753086425,LOW_RISK,272
YE_MAIN_SB_114,0.01286016,0.06765457,109.803,110.87,SB,True,0,0,32.839506172839506,LOW_RISK,273
YE_MAIN_SB_081,0.012828315,0.05814307,77.603,78.595,SB,True,0,0,32.592592592592595,LOW_RISK,274
YE_MAIN_SB_005,0.012722041,0.078930736,4.233,5.291,SB,True,1,0,32.34567901234568,LOW_RISK,275
YE_MAIN_NB_007,0.012697462,0.041985765,3.899,4.816,NB,True,0,0,32.098765432098766,LOW_RISK,276
YE_MAIN_NB_132,0.0125172315,0.04857675,123.38,124.363,NB,True,0,0,31.851851851851855,LOW_RISK,277
YE_MAIN_SB_034,0.01243026,0.070199266,31.942,32.403,SB,True,0,0,31.604938271604937,LOW_RISK,278
YE_MAIN_NB_130,0.01214744,0.08372817,121.414,122.397,NB,True,0,0,31.35802469135803,LOW_RISK,279
YE_MAIN_NB_095,0.012137799,0.062162723,86.928,87.919,NB,True,0,0,31.11111111111111,LOW_RISK,280
YE_MAIN_SB_041,0.012006193,0.115401655,38.075,38.583,SB,True,1,0,30.864197530864196,LOW_RISK,281
YE_MAIN_NB_155,0.011913788,0.2373693,143.914,144.981,NB,True,0,0,30.617283950617285,LOW_RISK,282
YE_MAIN_SB_172,0.01191307,0.07165996,164.964,165.884,SB,True,0,0,30.37037037037037,LOW_RISK,283
YE_MAIN_SB_130,0.011855648,0.059336454,125.876,126.875,SB,True,0,0,30.12345679012346,LOW_RISK,284
YE_MAIN_SB_117,0.011820797,0.032696314,113.003,114.069,SB,True,0,0,29.876543209876544,LOW_RISK,285
YE_MAIN_SB_115,0.011797056,0.1003903,110.87,111.936,SB,True,0,0,29.629629629629626,LOW_RISK,286
YE_MAIN_NB_133,0.011678622,0.06959849,124.363,125.345,NB,True,0,0,29.38271604938272,LOW_RISK,287
YE_MAIN_SB_123,0.011641149,0.057598002,119.143,120.144,SB,True,0,0,29.1358024691358,LOW_RISK,288
YE_MAIN_NB_107,0.011513727,0.033065133,98.82,99.811,NB,True,0,0,28.888888888888886,LOW_RISK,289
YE_MAIN_NB_140,0.011131626,0.030059706,131.934,132.92,NB,True,0,0,28.641975308641975,LOW_RISK,290
YE_MAIN_SB_008,0.011092185,0.035212003,7.348,8.346,SB,True,0,0,28.39506172839506,LOW_RISK,291
YE_MAIN_NB_129,0.011072353,0.04891549,120.432,121.414,NB,True,0,0,28.14814814814815,LOW_RISK,292
YE_MAIN_SB_116,0.011048867,0.08544684,111.936,113.003,SB,True,0,0,27.901234567901234,LOW_RISK,293
YE_MAIN_NB_180,0.01103098,0.15773953,170.322,171.346,NB,True,0,0,27.65432098765432,LOW_RISK,294
YE_MAIN_SB_132,0.010804077,0.07552304,127.874,128.874,SB,True,0,0,27.40740740740741,LOW_RISK,295
YE_MAIN_SB_006,0.010802267,0.10195156,5.291,6.349,SB,True,0,0,27.160493827160494,LOW_RISK,296
YE_MAIN_SB_161,0.010680295,0.09582939,154.625,155.618,SB,True,0,0,26.913580246913583,LOW_RISK,297
YE_MAIN_NB_014,0.010649779,0.049979746,9.722,10.651,NB,True,0,0,26.666666666666668,LOW_RISK,298
YE_MAIN_NB_087,0.010606797,0.053442705,79.541,79.99,NB,True,0,0,26.41975308641975,LOW_RISK,299
YE_MAIN_SB_143,0.010588319,0.06900064,138.764,139.775,SB,True,1,0,26.172839506172842,LOW_RISK,300
YE_MAIN_SB_136,0.010581312,0.039034788,131.876,132.878,SB,True,0,0,25.925925925925924,LOW_RISK,301
YE_MAIN_NB_009,0.010458802,0.0325433,5.329,6.37,NB,True,0,0,25.679012345679013,LOW_RISK,302
YE_MAIN_NB_033,0.010453262,0.057013277,27.995,28.308,NB,True,0,0,25.432098765432098,LOW_RISK,303
YE_MAIN_NB_105,0.010446712,0.03627636,96.838,97.829,NB,True,0,0,25.185185185185183,LOW_RISK,304
YE_MAIN_NB_119,0.010395419,0.072669506,110.399,111.44,NB,True,0,0,24.938271604938272,LOW_RISK,305
YE_MAIN_NB_172,0.010352682,0.08552068,161.78,162.829,NB,True,0,0,24.691358024691358,LOW_RISK,306
YE_MAIN_SB_118,0.010250257,0.060696233,114.069,115.136,SB,True,0,0,24.444444444444443,LOW_RISK,307
YE_MAIN_SB_119,0.010092649,0.06321661,115.136,116.138,SB,True,0,0,24.19753086419753,LOW_RISK,308
YE_MAIN_NB_011,0.010060856,0.0482347,7.412,8.453,NB,True,0,0,23.950617283950617,LOW_RISK,309
YE_MAIN_NB_177,0.010014961,0.06395173,167.247,168.272,NB,True,0,0,23.703703703703706,LOW_RISK,310
YE_MAIN_SB_180,0.0098815635,0.17721921,172.409,173.025,SB,True,0,0,23.456790123456788,LOW_RISK,311
YE_MAIN_NB_181,0.009826197,0.1049735,171.346,172.371,NB,True,0,0,23.209876543209877,LOW_RISK,312
YE_MAIN_SB_001,0.009798983,0.032623596,0.0,1.058,SB,True,0,0,22.962962962962962,LOW_RISK,313
YE_MAIN_NB_121,0.009734913,0.06390549,112.481,113.521,NB,True,0,0,22.71604938271605,LOW_RISK,314
YE_MAIN_NB_128,0.00970543,0.040660113,119.449,120.432,NB,True,0,0,22.469135802469136,LOW_RISK,315
YE_MAIN_NB_122,0.009466379,0.038394265,113.521,114.562,NB,True,0,0,22.22222222222222,LOW_RISK,316
YE_MAIN_NB_163,0.009448512,0.059682608,151.929,152.946,NB,True,0,0,21.975308641975307,LOW_RISK,317
YE_MAIN_SB_026,0.009397884,0.05527294,25.577,26.236,SB,True,0,0,21.728395061728396,LOW_RISK,318
YE_MAIN_SB_135,0.009348512,0.03983275,130.875,131.876,SB,True,0,0,21.48148148148148,LOW_RISK,319
YE_MAIN_NB_120,0.0092944885,0.07622357,111.44,112.481,NB,True,0,0,21.23456790123457,LOW_RISK,320
YE_MAIN_NB_112,0.009253911,0.08929539,103.775,104.766,NB,True,0,0,20.98765432098765,LOW_RISK,321
YE_MAIN_NB_182,0.009175283,0.08194466,172.371,173.396,NB,True,0,0,20.74074074074074,LOW_RISK,322
YE_MAIN_SB_003,0.009155612,0.045721836,2.116,3.175,SB,True,0,0,20.493827160493826,LOW_RISK,323
YE_MAIN_SB_121,0.009084012,0.059571873,117.139,118.141,SB,True,0,0,20.246913580246915,LOW_RISK,324
YE_MAIN_NB_117,0.009033417,0.03493292,108.324,109.358,NB,True,0,0,20.0,LOW_RISK,325
YE_MAIN_NB_178,0.008945971,0.040347703,168.272,169.297,NB,True,0,0,19.753086419753085,LOW_RISK,326
YE_MAIN_NB_118,0.008666287,0.072715566,109.358,110.399,NB,True,0,0,19.50617283950617,LOW_RISK,327
YE_MAIN_NB_010,0.008658844,0.037062615,6.37,7.412,NB,True,0,0,19.25925925925926,LOW_RISK,328
YE_MAIN_NB_111,0.008622123,0.06803508,102.784,103.775,NB,True,0,0,19.012345679012345,LOW_RISK,329
YE_MAIN_NB_165,0.008554059,0.041662734,153.963,154.98,NB,True,0,0,18.765432098765434,LOW_RISK,330
YE_MAIN_NB_143,0.008509904,0.07883127,134.893,135.88,NB,True,0,0,18.51851851851852,LOW_RISK,331
YE_MAIN_NB_005,0.008491502,0.05365508,2.066,2.983,NB,True,0,0,18.271604938271604,LOW_RISK,332
YE_MAIN_NB_144,0.008220392,0.13494197,135.88,136.382,NB,True,1,0,18.02469135802469,LOW_RISK,333
YE_MAIN_NB_152,0.008162727,0.07097417,142.509,142.543,NB,True,0,0,17.77777777777778,LOW_RISK,334
YE_MAIN_SB_151,0.008117113,0.041607413,146.92,147.357,SB,True,0,0,17.530864197530864,LOW_RISK,335
YE_MAIN_NB_162,0.007980033,0.029953266,150.912,151.929,NB,True,0,0,17.28395061728395,LOW_RISK,336
YE_MAIN_SB_153,0.0079009365,0.045948204,147.495,148.559,SB,True,1,3,17.037037037037038,LOW_RISK,337
YE_MAIN_SB_165,0.0077537997,0.045060404,158.596,159.589,SB,True,0,0,16.790123456790123,LOW_RISK,338
YE_MAIN_NB_170,0.0074987495,0.019790407,159.681,160.73,NB,True,0,0,16.543209876543212,LOW_RISK,339
YE_RAMP_024,0.0074316273,0.02888127,-1.0,,NB,False,0,0,16.296296296296298,LOW_RISK,340
YE_RAMP_037,0.007282325,0.02656765,-1.0,,NB,False,0,0,16.049382716049383,LOW_RISK,341
YE_MAIN_NB_160,0.0072266576,0.060195133,148.878,149.895,NB,True,0,0,15.802469135802468,LOW_RISK,342
YE_MAIN_SB_164,0.0072161723,0.039222248,157.603,158.596,SB,True,0,0,15.555555555555555,LOW_RISK,343
YE_MAIN_SB_159,0.0071061654,0.030830022,152.639,153.632,SB,True,0,0,15.308641975308642,LOW_RISK,344
YE_MAIN_NB_164,0.0070267254,0.033472598,152.946,153.963,NB,True,0,0,15.06172839506173,LOW_RISK,345
YE_MAIN_SB_157,0.0070170076,0.039629582,151.109,152.145,SB,True,0,0,14.814814814814813,LOW_RISK,346
YE_MAIN_NB_171,0.006979672,0.023603333,160.73,161.78,NB,True,0,0,14.5679012345679,LOW_RISK,347
YE_RAMP_036,0.0069568628,0.0362238,-1.0,,SB,False,0,0,14.320987654320987,LOW_RISK,348
YE_MAIN_SB_158,0.0068940166,0.05206368,152.145,152.639,SB,True,0,0,14.074074074074074,LOW_RISK,349
YE_RAMP_015,0.0067847036,0.042416524,-1.0,,SB,False,0,0,13.82716049382716,LOW_RISK,350
YE_MAIN_NB_116,0.0067440774,0.021960761,107.287,108.324,NB,True,0,0,13.580246913580247,LOW_RISK,351
YE_MAIN_NB_012,0.0067128013,0.037645873,8.453,9.495,NB,True,0,0,13.333333333333334,LOW_RISK,352
YE_MAIN_SB_181,0.0066604237,0.06656416,173.025,173.648,SB,True,0,0,13.086419753086421,LOW_RISK,353
YE_RAMP_035,0.0065940465,0.0324,-1.0,,SB,False,0,0,12.839506172839506,LOW_RISK,354
YE_MAIN_SB_120,0.0065386742,0.02637271,116.138,117.139,SB,True,0,0,12.592592592592592,LOW_RISK,355
YE_MAIN_SB_183,0.0064777615,0.11669235,174.233,174.499,SB,True,0,0,12.345679012345679,LOW_RISK,356
YE_MAIN_NB_161,0.0062107085,0.027990768,149.895,150.912,NB,True,0,0,12.098765432098766,LOW_RISK,357
YE_RAMP_034,0.005982732,0.020644566,-1.0,,NB,False,0,0,11.851851851851853,LOW_RISK,358
YE_MAIN_NB_029,0.0059053954,0.024676811,24.356,24.803,NB,True,0,0,11.604938271604938,LOW_RISK,359
YE_MAIN_SB_166,0.005667629,0.028386714,159.589,160.582,SB,True,0,0,11.358024691358025,LOW_RISK,360
YE_MAIN_NB_159,0.005520668,0.054279048,148.219,148.878,NB,True,0,0,11.11111111111111,LOW_RISK,361
YE_MAIN_SB_152,0.0053380197,0.018099967,147.357,147.495,SB,True,0,0,10.864197530864198,LOW_RISK,362
YE_MAIN_SB_098,0.0053208224,0.03699775,94.468,94.918,SB,True,0,0,10.617283950617285,LOW_RISK,363
YE_MAIN_SB_111,0.0051964466,0.022255888,107.028,107.719,SB,True,0,0,10.37037037037037,LOW_RISK,364
YE_MAIN_NB_008,0.004764641,0.04506183,4.816,5.329,NB,True,0,0,10.123456790123457,LOW_RISK,365
YE_MAIN_NB_151,0.0045893,0.020058906,142.092,142.509,NB,True,0,0,9.876543209876543,LOW_RISK,366
YE_MAIN_NB_003,0.0045296047,0.015000445,0.827,1.45,NB,True,0,0,9.62962962962963,LOW_RISK,367
YE_MAIN_SB_182,0.0044843084,0.04315372,173.648,174.233,SB,True,0,0,9.382716049382717,LOW_RISK,368
YE_MAIN_SB_113,0.0042127515,0.012599285,109.181,109.803,SB,True,0,0,9.135802469135802,LOW_RISK,369
YE_RAMP_021,0.0040650666,0.037724014,-1.0,,SB,False,0,0,8.88888888888889,LOW_RISK,370
YE_RAMP_023,0.003869795,0.018405214,-1.0,,SB,False,0,0,8.641975308641975,LOW_RISK,371
YE_MAIN_NB_002,0.0037818067,0.022851339,0.227,0.827,NB,True,0,0,8.395061728395062,LOW_RISK,372
YE_RAMP_027,0.003618521,0.017859207,-1.0,,NB,False,0,0,8.148148148148149,LOW_RISK,373
YE_MAIN_NB_153,0.0036060964,0.016916452,142.543,142.847,NB,True,0,0,7.901234567901234,LOW_RISK,374
YE_RAMP_020,0.0035843211,0.02056344,-1.0,,SB,False,0,0,7.654320987654321,LOW_RISK,375
YE_RAMP_022,0.0034754353,0.020183574,-1.0,,SB,False,0,0,7.4074074074074066,LOW_RISK,376
YE_MAIN_NB_004,0.0034557015,0.015555218,1.45,2.066,NB,True,1,2,7.160493827160494,LOW_RISK,377
YE_RAMP_003,0.0034336834,0.016038807,-1.0,,SB,False,0,0,6.91358024691358,LOW_RISK,378
YE_MAIN_NB_013,0.0034288673,0.010909143,9.495,9.722,NB,True,0,0,6.666666666666667,LOW_RISK,379
YE_RAMP_009,0.0033735437,0.050533857,-1.0,,NB,False,0,0,6.419753086419753,LOW_RISK,380
YE_RAMP_033,0.0032716806,0.013272475,-1.0,,NB,False,0,0,6.172839506172839,LOW_RISK,381
YE_MAIN_SB_155,0.0031551335,0.013054094,149.623,150.073,SB,True,0,0,5.9259259259259265,LOW_RISK,382
YE_MAIN_NB_001,0.0030267586,0.01254534,0.0,0.227,NB,True,0,0,5.679012345679013,LOW_RISK,383
YE_RAMP_028,0.0029939958,0.008940304,-1.0,,SB,False,0,0,5.432098765432099,LOW_RISK,384
YE_RAMP_012,0.0026905395,0.028443431,-1.0,,NB,False,0,0,5.185185185185185,LOW_RISK,385
YE_RAMP_001,0.0026866335,0.01944332,-1.0,,NB,False,0,0,4.938271604938271,LOW_RISK,386
YE_RAMP_030,0.0026805068,0.00731835,-1.0,,SB,False,0,0,4.691358024691358,LOW_RISK,387
YE_RAMP_004,0.0025100359,0.016180517,-1.0,,NB,False,0,0,4.444444444444445,LOW_RISK,388
YE_RAMP_016,0.002505935,0.009049622,-1.0,,NB,False,0,0,4.197530864197531,LOW_RISK,389
YE_RAMP_010,0.0024824578,0.016378447,-1.0,,NB,False,0,0,3.950617283950617,LOW_RISK,390
YE_RAMP_013,0.0024753374,0.010695574,-1.0,,NB,False,0,0,3.7037037037037033,LOW_RISK,391
YE_RAMP_032,0.002431995,0.009019657,-1.0,,SB,False,0,0,3.45679012345679,LOW_RISK,392
YE_RAMP_031,0.0024105415,0.0073002963,-1.0,,NB,False,0,0,3.2098765432098766,LOW_RISK,393
YE_RAMP_029,0.002375075,0.009047621,-1.0,,SB,False,0,0,2.9629629629629632,LOW_RISK,394
YE_RAMP_018,0.0023461746,0.00818501,-1.0,,SB,False,0,0,2.7160493827160495,LOW_RISK,395
YE_RAMP_002,0.0022780031,0.008459338,-1.0,,SB,False,0,0,2.4691358024691357,LOW_RISK,396
YE_RAMP_007,0.0022701996,0.0059503694,-1.0,,NB,False,0,0,2.2222222222222223,LOW_RISK,397
YE_RAMP_019,0.002212526,0.0076864036,-1.0,,SB,False,0,0,1.9753086419753085,LOW_RISK,398
YE_RAMP_025,0.0021943378,0.0067882277,-1.0,,SB,False,0,0,1.728395061728395,LOW_RISK,399
YE_RAMP_011,0.0021732629,0.005686214,-1.0,,NB,False,0,0,1.4814814814814816,LOW_RISK,400
YE_RAMP_008,0.0021554716,0.011392725,-1.0,,NB,False,0,0,1.2345679012345678,LOW_RISK,401
YE_RAMP_005,0.0021441346,0.008551484,-1.0,,SB,False,0,0,0.9876543209876543,LOW_RISK,402
YE_RAMP_017,0.0021191374,0.0116398,-1.0,,NB,False,0,0,0.7407407407407408,LOW_RISK,403
YE_RAMP_014,0.0020818752,0.006932165,-1.0,,NB,False,0,0,0.49382716049382713,LOW_RISK,404
YE_RAMP_026,0.0019048285,0.0063685416,-1.0,,NB,False,0,0,0.24691358024691357,LOW_RISK,405
