segment_id,direction,is_mainline,is_ramp,chainage_start_km,chainage_end_km,length_m,maxspeed,road_class,corridor_section,free_flow_speed_kph,peak_hour_speed_kph,peak_hour_congestion_ratio,free_flow_speed_source,traffic_mapping_method,off_peak_speed_kph,night_speed_kph
YE_MAIN_SB_092,SB,True,False,88.516,89.508,992.067000034294,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_093,SB,True,False,89.508,90.5,992.067000034266,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_094,SB,True,False,90.5,91.492,992.0670000344383,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_095,SB,True,False,91.492,92.484,992.0670000344967,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_096,SB,True,False,92.484,93.476,992.0670000343149,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_097,SB,True,False,93.476,94.468,992.0670000344306,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_098,SB,True,False,94.468,94.918,450.22836866992407,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_099,SB,True,False,94.918,96.021,1102.7629724061694,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_100,SB,True,False,96.021,97.124,1102.7629724061594,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_101,SB,True,False,97.124,98.227,1102.7629724060523,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_102,SB,True,False,98.227,99.329,1102.7629724058477,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_103,SB,True,False,99.329,100.292,962.2951581629243,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_104,SB,True,False,100.292,101.254,962.2951581629516,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_105,SB,True,False,101.254,102.216,962.2951581630246,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_106,SB,True,False,102.216,103.179,962.2951581629137,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_107,SB,True,False,103.179,104.141,962.295158162581,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_108,SB,True,False,104.141,105.103,962.2951581630787,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_109,SB,True,False,105.103,106.066,962.2951581627841,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_110,SB,True,False,106.066,107.028,962.295158162962,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_111,SB,True,False,107.028,107.719,691.2057015865377,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_112,SB,True,False,107.719,109.181,1461.9189354469315,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_113,SB,True,False,109.181,109.803,622.2240936057068,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_114,SB,True,False,109.803,110.87,1066.5484938665456,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_115,SB,True,False,110.87,111.936,1066.5484938667355,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_116,SB,True,False,111.936,113.003,1066.54849386639,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_117,SB,True,False,113.003,114.069,1066.548493867071,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_118,SB,True,False,114.069,115.136,1066.548493866426,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_119,SB,True,False,115.136,116.138,1001.6961464969527,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_120,SB,True,False,116.138,117.139,1001.6961464971785,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_121,SB,True,False,117.139,118.141,1001.6961464971869,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_122,SB,True,False,118.141,119.143,1001.6961464970395,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_123,SB,True,False,119.143,120.144,1001.6961464971008,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_124,SB,True,False,120.144,121.091,946.3924977135971,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_125,SB,True,False,121.091,122.037,946.3924977132557,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_126,SB,True,False,122.037,122.984,946.3924977134207,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_127,SB,True,False,122.984,123.93,946.392497713503,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_128,SB,True,False,123.93,124.876,946.3924977133456,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_129,SB,True,False,124.876,125.876,999.311204809268,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_130,SB,True,False,125.876,126.875,999.3112048092349,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_131,SB,True,False,126.875,127.874,999.3112048094115,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_132,SB,True,False,127.874,128.874,999.3112048092917,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_133,SB,True,False,128.874,129.873,999.3112048090841,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_134,SB,True,False,129.873,130.875,1001.636307440942,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_135,SB,True,False,130.875,131.876,1001.6363074407017,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_136,SB,True,False,131.876,132.878,1001.6363074407844,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_137,SB,True,False,132.878,133.879,1001.6363074409403,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_138,SB,True,False,133.879,134.881,1001.636307440658,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_139,SB,True,False,134.881,135.852,970.6755519943372,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_140,SB,True,False,135.852,136.822,970.6755519941366,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_141,SB,True,False,136.822,137.793,970.6755519942108,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_142,SB,True,False,137.793,138.764,970.6755519940916,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_143,SB,True,False,138.764,139.775,1011.4749058818684,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_144,SB,True,False,139.775,140.839,1064.1485852354597,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_145,SB,True,False,140.839,141.851,1011.4749058818437,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_146,SB,True,False,141.851,142.862,1011.4749058817073,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_147,SB,True,False,142.862,143.874,1011.4749058818824,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_148,SB,True,False,143.874,144.845,970.6755519942957,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_149,SB,True,False,144.845,145.856,1011.4749058818168,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_150,SB,True,False,145.856,146.92,1064.14858523526,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_151,SB,True,False,146.92,147.357,436.6187043548264,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_152,SB,True,False,147.357,147.495,138.20320599541822,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_153,SB,True,False,147.495,148.559,1064.148585235361,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_154,SB,True,False,148.559,149.623,1064.1485852354524,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_155,SB,True,False,149.623,150.073,449.85201004454257,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,81.6,0.1799,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_156,SB,True,False,150.073,151.109,1036.1005537969122,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_157,SB,True,False,151.109,152.145,1036.100553796859,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_158,SB,True,False,152.145,152.639,493.6128094787009,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_159,SB,True,False,152.639,153.632,992.8624612560205,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_160,SB,True,False,153.632,154.625,992.8624612561154,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_161,SB,True,False,154.625,155.618,992.8624612563295,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_162,SB,True,False,155.618,156.61,992.8624612561781,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_163,SB,True,False,156.61,157.603,992.8624612560586,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_164,SB,True,False,157.603,158.596,992.8624612560922,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_165,SB,True,False,158.596,159.589,992.8624612562252,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_166,SB,True,False,159.589,160.582,992.862461255959,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_167,SB,True,False,160.582,161.728,1146.0230034191623,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_168,SB,True,False,161.728,162.874,1146.0230034193314,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_169,SB,True,False,162.874,164.02,1146.0230034193269,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_170,SB,True,False,164.02,164.832,811.8130073715699,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_171,SB,True,False,164.832,164.964,132.60861703438843,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_172,SB,True,False,164.964,165.884,919.3534975759025,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_173,SB,True,False,165.884,166.803,919.3534975757223,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_174,SB,True,False,166.803,167.722,919.3534975755057,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_175,SB,True,False,167.722,168.642,919.3534975760373,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_176,SB,True,False,168.642,169.561,919.353497575708,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_177,SB,True,False,169.561,170.232,670.8873155340498,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_178,SB,True,False,170.232,171.321,1088.6187702919813,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_179,SB,True,False,171.321,172.409,1088.618770291936,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_180,SB,True,False,172.409,173.025,615.5937236869455,120.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
YE_MAIN_SB_181,SB,True,False,173.025,173.648,623.4094471026741,100.0,motorway,Section 5: Raya - Khandauli - Agra (Km 120 - 165),99.5,69.4,0.3025,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,93.5,113.4
